id,firstname,lastname,fullname,image_path,dateofbirth,gender,battingstyle,bowlingstyle,position,updated_at,continent_id,continent_name,country_id,country_name,country_image_path
23436,Darshanik,Gohil,Darshanik Gohil,https://cdn.sportmonks.com/images/cricket/placeholder.png,27-07-1994,m,left-hand-bat,,Bowler,2021-06-13T05:07:09.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23439,Darshit,Patankar,Darshit Patankar,https://cdn.sportmonks.com/images/cricket/players/15/23439.png,22-05-1998,m,right-hand-bat,,Wicketkeeper,2023-05-04T14:25:27.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23442,Girish,Bapathu,Girish Bapathu,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Wicketkeeper,2020-11-17T13:33:19.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23445,Tarak,Shah,Tarak Shah,https://cdn.sportmonks.com/images/cricket/placeholder.png,25-01-1995,m,right-hand-bat,,Wicketkeeper,2021-06-13T05:00:38.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23448,Zeeshan,Khan,Zeeshan Khan,https://cdn.sportmonks.com/images/cricket/players/24/23448.png,03-03-1989,m,right-hand-bat,,Batsman,2021-08-13T10:46:37.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23451,David,Athwal,David Athwal,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-05-1972,m,right-hand-bat,,Bowler,2021-06-15T16:23:19.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23454,Farhan,Masih,Farhan Masih,https://cdn.sportmonks.com/images/cricket/placeholder.png,13-06-1986,m,right-hand-bat,right-arm-fast-medium,Bowler,2021-06-15T16:23:51.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23457,Noshair,Akhter,Noshair Akhter,https://cdn.sportmonks.com/images/cricket/placeholder.png,05-01-1987,m,right-hand-bat,right-arm-fast-medium,Bowler,2021-06-15T15:51:16.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23460,Waseem,Abbas,Waseem Abbas,https://cdn.sportmonks.com/images/cricket/players/4/23460.png,01-04-1990,m,right-hand-bat,right-arm-fast,Allrounder,2023-02-03T14:06:22.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23463,Fanyan,Mughal,Fanyan Mughal,https://cdn.sportmonks.com/images/cricket/players/7/23463.png,03-10-1986,m,right-hand-bat,left-arm-fast-medium,Allrounder,2023-05-04T14:25:48.000000Z,2,Asia,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png
23466,Glenn,Tavilla,Glenn Tavilla,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Allrounder,2020-11-17T13:37:30.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23469,Zubbair,Muhammad,Zubbair Muhammad,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-1983,m,right-hand-bat,,Allrounder,2023-02-03T13:35:45.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23472,Sidharth,Anand,Sidharth Anand,https://cdn.sportmonks.com/images/cricket/placeholder.png,23-11-1983,m,left-hand-bat,slow-left-arm-orthodox,Allrounder,2021-06-15T15:48:14.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23475,Abishek,Kuntala,Abishek Kuntala,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Wicketkeeper,2020-11-17T13:38:54.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23478,John,Grima,John Grima,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Wicketkeeper,2020-11-17T13:39:04.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23487,Muhammad,Usman,Muhammad Usman,https://cdn.sportmonks.com/images/cricket/placeholder.png,21-06-1992,m,right-hand-bat,,Wicketkeeper,2021-06-15T15:52:20.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23490,Jibin,Sebastian,Jibin Sebastian,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2003,m,,,Batsman,2020-11-17T13:40:26.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23493,Justin,George,Justin George,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2003,m,,,Batsman,2020-11-17T13:40:35.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23496,Rajeesh,Mundoli,Rajeesh Mundoli,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2003,m,,,Batsman,2020-11-17T13:40:43.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23499,Rijesh,Jayamalli,Rijesh Jayamalli,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2003,m,,,Batsman,2020-11-17T13:40:51.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23502,Tito,Thomas,Tito Thomas,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2003,m,,,Batsman,2020-12-04T07:59:52.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23505,Basil,Joy,Basil Joy,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2003,m,,,Bowler,2020-11-17T13:43:22.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23508,Manuel,Antony,Manuel Antony,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2003,m,,,Bowler,2020-11-17T13:43:32.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23511,Salu,Thomas,Salu Thomas,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2003,m,,,Bowler,2020-11-17T13:43:55.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23514,Shijil,Joy,Shijil Joy,https://cdn.sportmonks.com/images/cricket/placeholder.png,14-02-1988,m,left-hand-bat,right-arm-fast,Bowler,2023-02-05T02:17:03.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23517,Tom,Thomas,Tom Thomas,https://cdn.sportmonks.com/images/cricket/placeholder.png,22-09-1991,m,right-hand-bat,right-arm-fast,Bowler,2023-02-05T02:18:12.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23520,Dives,Kumar,Dives Kumar,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2003,m,,,Allrounder,2020-11-17T13:45:51.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23523,Renil,Paul,Renil Paul,https://cdn.sportmonks.com/images/cricket/placeholder.png,30-10-1987,m,right-hand-bat,right-arm-fast-medium,Allrounder,2023-02-05T02:15:23.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23526,Sebin,Joseph,Sebin Joseph,https://cdn.sportmonks.com/images/cricket/placeholder.png,05-04-1987,m,right-hand-bat,right-arm-fast-medium,Allrounder,2023-02-05T02:16:35.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23529,Akhil,Piostine,Akhil Piostine,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2003,m,,,Wicketkeeper,2020-11-17T13:47:05.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23532,Rahul,Nair,Rahul Nair,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2003,m,,,Wicketkeeper,2020-11-17T13:47:13.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23535,Samuel,George,Samuel George,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2003,m,,,Wicketkeeper,2020-11-17T13:47:22.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23538,Solomon,Bascombe,Solomon Bascombe,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Bowler,2020-11-17T13:53:49.000000Z,2,Asia,24150873,West Indies,https://cdn.sportmonks.com/images/countries/png/short/westindies.png
23541,Charl,Kleinepunte,Charl Kleinepunte,https://cdn.sportmonks.com/images/cricket/placeholder.png,07-06-1983,m,left-hand-bat,left-arm-fast-medium,Batsman,2021-06-14T09:33:17.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23544,Daniel,Kniverton,Daniel Kniverton,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Batsman,2020-11-17T15:04:47.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23547,Deon,Vosloo,Deon Vosloo,https://cdn.sportmonks.com/images/cricket/placeholder.png,26-11-1986,m,right-hand-bat,,Batsman,2022-10-28T12:10:40.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23550,Gerald,Sant,Gerald Sant,https://cdn.sportmonks.com/images/cricket/placeholder.png,22-03-1990,m,right-hand-bat,,Batsman,2021-06-14T09:34:50.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23553,James,Spackman,James Spackman,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Batsman,2020-11-17T15:05:18.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23556,Dean,Stevenson,Dean Stevenson,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Bowler,2020-11-17T15:07:09.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23559,Ethan,Xuereb,Ethan Xuereb,https://cdn.sportmonks.com/images/cricket/placeholder.png,26-12-2001,m,right-hand-bat,right-arm-fast-medium,Bowler,2021-06-14T09:35:11.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23562,Jack,Barritt,Jack Barritt,https://cdn.sportmonks.com/images/cricket/placeholder.png,13-05-1987,m,right-hand-bat,,Bowler,2021-06-14T09:36:19.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23565,Lee,Tuck,Lee Tuck,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Bowler,2020-11-17T15:07:39.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23568,Andy,Naudi,Andy Naudi,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Allrounder,2020-11-17T15:08:27.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23571,Christo,Viljoen,Christo Viljoen,https://cdn.sportmonks.com/images/cricket/placeholder.png,17-08-1987,m,left-hand-bat,left-arm-fast-medium,Batsman,2021-06-14T09:34:19.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23574,Matthew,Towns,Matthew Towns,https://cdn.sportmonks.com/images/cricket/placeholder.png,09-12-1982,m,right-hand-bat,right-arm-fast,Allrounder,2021-06-14T09:35:49.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23577,Clyde,Palmer,Clyde Palmer,https://cdn.sportmonks.com/images/cricket/placeholder.png,12-05-1982,m,right-hand-bat,right-arm-fast-medium,Wicketkeeper,2021-06-14T09:33:50.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23580,Heinrich,Gericke,Heinrich Gericke,https://cdn.sportmonks.com/images/cricket/players/28/23580.png,17-08-1979,m,right-hand-bat,,Wicketkeeper,2022-05-14T11:50:36.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23583,Sean,Byrne,Sean Byrne,https://cdn.sportmonks.com/images/cricket/placeholder.png,22-09-1995,m,right-hand-bat,,Wicketkeeper,2021-06-14T09:32:52.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23586,Angelo,Delardon,Angelo Delardon,https://cdn.sportmonks.com/images/cricket/placeholder.png,26-02-1979,m,right-hand-bat,,Batsman,2021-06-13T05:46:27.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23589,Indika Thilan,Perera,Indika Thilan Perera,https://cdn.sportmonks.com/images/cricket/placeholder.png,25-06-1982,m,right-hand-bat,right-arm-fast-medium,Allrounder,2021-06-13T05:42:36.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23592,Jamadiul,Hossain,Jamadiul Hossain,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Batsman,2020-11-17T15:20:09.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23595,Micheal,Goonetilleke,Micheal Goonetilleke,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Batsman,2020-11-17T15:20:17.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23598,Royal,Butt,Royal Butt,https://cdn.sportmonks.com/images/cricket/placeholder.png,06-07-1983,m,right-hand-bat,right-arm-fast-medium,Allrounder,2021-06-13T05:45:57.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23601,Jojo,Thomas,Jojo Thomas,https://cdn.sportmonks.com/images/cricket/placeholder.png,26-05-1990,m,right-hand-bat,,Bowler,2021-06-13T05:39:40.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23604,Lakshitha,Senavirathna,Lakshitha Senavirathna,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Bowler,2020-11-17T15:23:00.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23607,Eardley,Chandiram,Eardley Chandiram,https://cdn.sportmonks.com/images/cricket/placeholder.png,18-10-1989,m,right-hand-bat,right-arm-fast-medium,Bowler,2021-06-13T05:37:29.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23610,Ezhaq,Masih,Ezhaq Masih,https://cdn.sportmonks.com/images/cricket/placeholder.png,04-10-1990,m,right-hand-bat,right-arm-fast-medium,Allrounder,2021-06-13T05:44:53.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23613,Zeeshan,Yousaf,Zeeshan Yousaf,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Allrounder,2020-11-17T15:24:24.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23616,Gopal,Thakur,Gopal Thakur,https://cdn.sportmonks.com/images/cricket/placeholder.png,13-03-1994,m,right-hand-bat,right-arm-fast-medium,Wicketkeeper,2021-06-13T05:40:52.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23619,Ishantha,Kariyawasam,Ishantha Kariyawasam,https://cdn.sportmonks.com/images/cricket/placeholder.png,07-07-1984,m,right-hand-bat,right-arm-fast-medium,Wicketkeeper,2021-06-13T05:45:25.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23622,Ryan Ricky,Bastiansz,Ryan Ricky Bastiansz,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Wicketkeeper,2020-11-17T15:25:20.000000Z,1,Europe,2756,Malta,https://cdn.sportmonks.com/images/countries/png/short/mt.png
23625,Shahid,Bhatti,Shahid Bhatti,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Allrounder,2020-11-19T06:46:27.000000Z,1,Europe,32,Spain,https://cdn.sportmonks.com/images/countries/png/short/es.png
23628,Shafiqul,Islam,Shafiqul Islam,https://cdn.sportmonks.com/images/cricket/placeholder.png,05-07-1997,m,right-hand-bat,left-arm-fast-medium,Allrounder,2020-11-19T08:31:01.000000Z,2,Asia,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png
23631,Gurvinder,Singh Sr.,Gurvinder Singh Sr.,https://cdn.sportmonks.com/images/cricket/placeholder.png,11-04-1994,m,left-hand-bat,right-arm-fast-medium,Bowler,2022-11-24T15:30:59.000000Z,1,Europe,32,Spain,https://cdn.sportmonks.com/images/countries/png/short/es.png
23634,Abu,Sayeem,Abu Sayeem,https://cdn.sportmonks.com/images/cricket/placeholder.png,11-08-1996,m,right-hand-bat,,Wicketkeeper,2020-11-19T08:40:13.000000Z,2,Asia,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png
23637,Shykat,Ali,Shykat Ali,https://cdn.sportmonks.com/images/cricket/placeholder.png,20-12-1993,m,right-hand-bat,right-arm-fast-medium,Allrounder,2020-11-19T08:44:08.000000Z,2,Asia,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png
23640,Mohammed Mehedi,Hasan,Mohammed Mehedi Hasan,https://cdn.sportmonks.com/images/cricket/placeholder.png,20-01-2002,m,right-hand-bat,right-arm-fast-medium,Allrounder,2020-11-19T08:47:19.000000Z,2,Asia,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png
23643,Salman,Hossain,Salman Hossain,https://cdn.sportmonks.com/images/cricket/placeholder.png,18-06-1995,m,right-hand-bat,right-arm-fast-medium,Allrounder,2020-11-19T08:51:08.000000Z,2,Asia,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png
23646,Anisul Islam,Emon,Anisul Islam Emon,https://cdn.sportmonks.com/images/cricket/placeholder.png,03-10-1997,m,right-hand-bat,right-arm-fast-medium,Allrounder,2020-11-19T08:54:40.000000Z,2,Asia,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png
23649,Rejaur Rahman,Raja,Rejaur Rahman Raja,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-1999,m,right-hand-bat,right-arm-fast-medium,Bowler,2023-03-17T12:21:41.000000Z,2,Asia,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png
23652,Rebecca,Carter,Rebecca Carter,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,f,,,Batsman,2020-11-22T02:21:53.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
23655,Ankur,Paul,Ankur Paul,https://cdn.sportmonks.com/images/cricket/placeholder.png,21-12-1997,m,right-hand-bat,,Batsman,2021-09-18T10:34:23.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23658,Shivam,Sharma,Shivam Sharma,https://cdn.sportmonks.com/images/cricket/placeholder.png,21-07-1990,m,right-hand-bat,right-arm-fast,Batsman,2020-11-23T16:04:12.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23661,Shreyansh,Ghosh,Shreyansh Ghosh,https://cdn.sportmonks.com/images/cricket/placeholder.png,10-11-1994,m,left-hand-bat,,Batsman,2021-09-18T10:37:27.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23664,Vivek,Singh,Vivek Singh,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-11-1993,m,left-hand-bat,right-arm-fast-medium,Batsman,2023-07-01T06:24:36.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23667,Alok Pratap,Singh,Alok Pratap Singh,https://cdn.sportmonks.com/images/cricket/placeholder.png,26-10-1993,m,,,Bowler,2021-09-18T05:56:02.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23670,Anurag,Tiwari,Anurag Tiwari,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Bowler,2020-11-23T16:07:13.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23673,Rajkumar,Pal,Rajkumar Pal,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Bowler,2020-11-23T16:07:24.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23676,Sandipan,Das Jr.,Sandipan Das Jr.,https://cdn.sportmonks.com/images/cricket/placeholder.png,14-10-1997,m,,,Bowler,2021-09-18T05:43:36.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23679,Suraj Sindhu,Jaiswal,Suraj Sindhu Jaiswal,https://cdn.sportmonks.com/images/cricket/placeholder.png,02-12-1999,m,,,Bowler,2021-09-18T05:31:25.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23682,Writtick,Chatterjee,Writtick Chatterjee,https://cdn.sportmonks.com/images/cricket/placeholder.png,28-09-1992,m,,,Bowler,2021-09-18T11:18:03.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23685,Akash,Deep,Akash Deep,https://cdn.sportmonks.com/images/cricket/players/5/23685.png,15-12-1996,m,right-hand-bat,right-arm-fast-medium,Allrounder,2023-05-06T11:22:33.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23688,Angshuman,Chakrborty,Angshuman Chakrborty,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Allrounder,2020-11-23T16:10:23.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23691,Prince,Yadav,Prince Yadav,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Allrounder,2020-11-23T16:10:30.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23694,Saurabh,Singh,Saurabh Singh,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Allrounder,2020-11-23T16:10:40.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23697,Sourav,Paul,Sourav Paul,https://cdn.sportmonks.com/images/cricket/placeholder.png,08-09-1999,m,,,Wicketkeeper,2021-09-18T11:02:13.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23700,Abhishek,Das,Abhishek Das,https://cdn.sportmonks.com/images/cricket/placeholder.png,04-09-1990,m,,,Batsman,2021-09-18T11:11:09.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23703,Aditya,Sharma,Aditya Sharma,https://cdn.sportmonks.com/images/cricket/placeholder.png,03-12-1996,m,,,Wicketkeeper,2021-09-18T05:24:49.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23706,Chirag,Pathak,Chirag Pathak,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Batsman,2020-11-23T16:12:24.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23709,Dip,Chatterjee,Dip Chatterjee,https://cdn.sportmonks.com/images/cricket/placeholder.png,03-05-1984,m,,,Batsman,2021-09-18T05:38:14.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23712,Prosenjit,Das,Prosenjit Das,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Batsman,2020-11-23T16:12:48.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23715,Satyam,Mishra,Satyam Mishra,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Batsman,2020-11-23T16:12:55.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23718,Sumanto,Gupta,Sumanto Gupta,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Batsman,2020-11-23T16:13:03.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23721,Bapi,Manna,Bapi Manna,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Bowler,2020-11-23T16:14:25.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23724,Kunal,Kumar,Kunal Kumar,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Bowler,2020-11-23T16:14:33.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23727,Ravikant,Singh,Ravikant Singh,https://cdn.sportmonks.com/images/cricket/placeholder.png,18-03-1994,m,,,Bowler,2021-09-18T11:21:57.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23730,Saikat,Banerjee,Saikat Banerjee,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Bowler,2020-11-23T16:14:51.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23733,Shreyan,Chakraborty,Shreyan Chakraborty,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Bowler,2020-11-23T16:15:03.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23736,Abhilash,Semiwal,Abhilash Semiwal,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Allrounder,2020-11-23T16:16:10.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23739,Arjun,Kumar,Arjun Kumar,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Allrounder,2020-11-23T16:16:19.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23742,Arka,Sarkar,Arka Sarkar,https://cdn.sportmonks.com/images/cricket/placeholder.png,03-07-2000,m,,,Bowler,2021-09-18T11:20:56.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23745,Rajarshi,Mitra,Rajarshi Mitra,https://cdn.sportmonks.com/images/cricket/placeholder.png,29-09-1997,m,,,Allrounder,2021-09-18T10:43:28.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23748,Agniv,Pan,Agniv Pan,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Wicketkeeper,2020-11-23T16:19:13.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23751,Suvankar,Bal,Suvankar Bal,https://cdn.sportmonks.com/images/cricket/placeholder.png,03-11-1995,m,,,Wicketkeeper,2021-09-18T05:54:10.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23754,Arikta,Das,Arikta Das,https://cdn.sportmonks.com/images/cricket/placeholder.png,01-01-2001,m,,,Batsman,2020-11-23T16:20:01.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
23757,Avijit,Singh,Avijit Singh,https://cdn.sportmonks.com/images/cricket/players/13/23757.png,01-01-2001,m,,,Batsman,2020-11-26T07:49:23.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
